URL,Page type,Lifecycle,Indexability,Sitemap,GSC impressions,GSC clicks,Position,Quality score,Evidence level,Internal links,Freshness,Lane,Primary issue,Recommended action,Promotion readiness
/software/freshsales/,software,,likely-indexable,see sitemap reconcile,193,0,64.78424870466321,95,,61,GSC through 2026-08-13,indexed_improvement,TITLE_WEAK|THIN_CONTENT,OPTIMIZE_TITLE,not_ready
/software/zendesk/,software,,likely-indexable,see sitemap reconcile,182,0,66.85,95,,45,GSC through 2026-08-13,indexed_improvement,THIN_CONTENT,IMPROVE_INTRO,not_ready
/software/lusha/,software,,likely-indexable,see sitemap reconcile,182,1,54.49,95,,59,GSC through 2026-08-13,indexed_improvement,TITLE_WEAK|THIN_CONTENT,MANUAL_REVIEW,not_ready
/industries/web-design/,industries,,likely-indexable,see sitemap reconcile,170,0,87.95,91,,1,GSC through 2026-08-13,indexed_improvement,TITLE_WEAK|THIN_CONTENT|LOW_INBOUND_LINKS|POSSIBLE_INTENT_OVERLAP,OPTIMIZE_TITLE,not_ready
/use-cases/lead-management/,use-cases,,likely-indexable,see sitemap reconcile,161,0,76.39,90,,2,GSC through 2026-08-13,indexed_improvement,TITLE_WEAK|THIN_CONTENT,OPTIMIZE_TITLE,not_ready
/software/mailchimp/,software,,likely-indexable,see sitemap reconcile,160,0,62.56962500000001,95,,94,GSC through 2026-08-13,indexed_improvement,TITLE_WEAK|THIN_CONTENT,OPTIMIZE_TITLE,not_ready
/compare/pega-vs-salesforce/,comparisons,INDEXABLE,likely-indexable,see sitemap reconcile,155,0,58.51,88,,14,GSC through 2026-08-13,indexed_improvement,TITLE_WEAK|PRICING_MISSING|NO_SCREENSHOTS|THIN_CONTENT|POSSIBLE_INTENT_OVERLAP,MANUAL_REVIEW,not_ready
/compare/hubspot-vs-pipedrive/,comparisons,INDEXABLE,likely-indexable,see sitemap reconcile,150,0,67.5688,88,,10,GSC through 2026-08-13,indexed_improvement,TITLE_WEAK|PRICING_MISSING|NO_SCREENSHOTS|THIN_CONTENT|POSSIBLE_INTENT_OVERLAP,MANUAL_REVIEW,not_ready
/software/agile-crm/,software,,likely-indexable,see sitemap reconcile,149,0,71.61,95,,80,GSC through 2026-08-13,indexed_improvement,TITLE_WEAK|THIN_CONTENT|POSSIBLE_INTENT_OVERLAP,OPTIMIZE_TITLE,not_ready
/categories/ecommerce/,categories,,likely-indexable,see sitemap reconcile,144,0,39.17,,,201,GSC through 2026-08-13,indexed_improvement,TITLE_WEAK|POOR_CTR,OPTIMIZE_TITLE,not_ready
/compare/insightly-vs-salesforce/,comparisons,INDEXABLE,likely-indexable,see sitemap reconcile,142,0,54.76,88,,9,GSC through 2026-08-13,indexed_improvement,TITLE_WEAK|PRICING_MISSING|NO_SCREENSHOTS|THIN_CONTENT|POSSIBLE_INTENT_OVERLAP,MANUAL_REVIEW,not_ready
/software/close/,software,,likely-indexable,see sitemap reconcile,137,0,58.77,95,,56,GSC through 2026-08-13,indexed_improvement,TITLE_WEAK|THIN_CONTENT,OPTIMIZE_TITLE,not_ready
/compare/salesforce-vs-sugarcrm/,comparisons,INDEXABLE,likely-indexable,see sitemap reconcile,136,0,69.07264705882353,88,,13,GSC through 2026-08-13,indexed_improvement,TITLE_WEAK|PRICING_MISSING|NO_SCREENSHOTS|THIN_CONTENT|POSSIBLE_INTENT_OVERLAP,OPTIMIZE_TITLE,not_ready
/software/krispcall/,software,,likely-indexable,see sitemap reconcile,132,2,51.21,95,,15,GSC through 2026-08-13,indexed_improvement,TITLE_WEAK|THIN_CONTENT,MANUAL_REVIEW,not_ready
/industries/retail-ecommerce/,industries,,likely-indexable,see sitemap reconcile,113,0,80.98,91,,1,GSC through 2026-08-13,indexed_improvement,THIN_CONTENT|LOW_INBOUND_LINKS,IMPROVE_INTRO,not_ready
/guides/what-is-crm/,guides,INDEXABLE,likely-indexable,see sitemap reconcile,110,0,72.35809090909092,94,,44,GSC through 2026-08-13,indexed_improvement,THIN_CONTENT|POSSIBLE_INTENT_OVERLAP,IMPROVE_INTRO,not_ready
/software/netsuite/,software,,likely-indexable,see sitemap reconcile,94,0,65.72,95,,43,GSC through 2026-08-13,indexed_improvement,THIN_CONTENT,IMPROVE_INTRO,not_ready
/compare/hubspot-vs-insightly/,comparisons,INDEXABLE,likely-indexable,see sitemap reconcile,87,0,67.62,88,,13,GSC through 2026-08-13,indexed_improvement,TITLE_WEAK|PRICING_MISSING|NO_SCREENSHOTS|THIN_CONTENT|POSSIBLE_INTENT_OVERLAP,MANUAL_REVIEW,not_ready
/compare/salesforce-vs-sap/,comparisons,INDEXABLE,likely-indexable,see sitemap reconcile,84,0,84.95,88,,13,GSC through 2026-08-13,indexed_improvement,PRICING_MISSING|NO_SCREENSHOTS|THIN_CONTENT|POSSIBLE_INTENT_OVERLAP,IMPROVE_INTRO,not_ready
/compare/act-vs-salesforce/,comparisons,INDEXABLE,likely-indexable,see sitemap reconcile,71,0,74.89,88,,42,GSC through 2026-08-13,indexed_improvement,TITLE_WEAK|PRICING_MISSING|NO_SCREENSHOTS|THIN_CONTENT|POSSIBLE_INTENT_OVERLAP,OPTIMIZE_TITLE,not_ready
/industries/security-companies/,industries,,likely-indexable,see sitemap reconcile,65,0,89.18,91,,1,GSC through 2026-08-13,indexed_improvement,THIN_CONTENT|LOW_INBOUND_LINKS,IMPROVE_INTRO,not_ready
/use-cases/field-sales/,use-cases,,likely-indexable,see sitemap reconcile,63,0,81.67,90,,4,GSC through 2026-08-13,indexed_improvement,TITLE_WEAK|THIN_CONTENT,OPTIMIZE_TITLE,not_ready
/compare/monday-sales-crm-vs-salesforce/,comparisons,INDEXABLE,likely-indexable,see sitemap reconcile,59,0,66.07,88,,8,GSC through 2026-08-13,indexed_improvement,TITLE_WEAK|PRICING_MISSING|NO_SCREENSHOTS|THIN_CONTENT|POSSIBLE_INTENT_OVERLAP,MANUAL_REVIEW,not_ready
/software/pipedrive/,software,,likely-indexable,see sitemap reconcile,53,0,72.17,95,,97,GSC through 2026-08-13,indexed_improvement,TITLE_WEAK|POSSIBLE_INTENT_OVERLAP,MANUAL_REVIEW,not_ready
/compare/marketo-vs-salesforce/,comparisons,INDEXABLE,likely-indexable,see sitemap reconcile,49,0,77.16,88,,2,GSC through 2026-08-13,indexed_improvement,TITLE_WEAK|PRICING_MISSING|NO_SCREENSHOTS|THIN_CONTENT|POSSIBLE_INTENT_OVERLAP,OPTIMIZE_TITLE,not_ready
/guides/,guides,,likely-indexable,see sitemap reconcile,48,0,41.665,,,428,GSC through 2026-08-13,indexed_improvement,TITLE_WEAK,OPTIMIZE_TITLE,not_ready
/software/monday-sales-crm/,software,,likely-indexable,see sitemap reconcile,48,0,69.07937500000001,95,,50,GSC through 2026-08-13,indexed_improvement,THIN_CONTENT|POSSIBLE_INTENT_OVERLAP,IMPROVE_INTRO,not_ready
/software/miocommerce/,software,,likely-indexable,see sitemap reconcile,45,0,28.49,93,,6,GSC through 2026-08-13,indexed_improvement,NO_SCREENSHOTS|THIN_CONTENT|POOR_CTR,OPTIMIZE_TITLE,not_ready
