URL,Page type,Lifecycle,Indexability,Sitemap,GSC impressions,GSC clicks,Position,Quality score,Evidence level,Internal links,Freshness,Lane,Semantic risk,Primary issue,Recommended action,Promotion readiness,Previous lifecycle,Previous quality score,Previous promotion readiness,Delta status
/software/close/,software,,likely-indexable,see sitemap reconcile,137,0,58.77,95,,56,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|THIN_CONTENT,OPTIMIZE_TITLE,not_ready,,95,not_ready,unchanged_stale_gsc
/compare/salesforce-vs-sugarcrm/,comparisons,INDEXABLE,likely-indexable,see sitemap reconcile,136,0,69.07264705882353,88,,13,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|PRICING_MISSING|NO_SCREENSHOTS|THIN_CONTENT|POSSIBLE_INTENT_OVERLAP,OPTIMIZE_TITLE,not_ready,INDEXABLE,88,not_ready,unchanged_stale_gsc
/software/krispcall/,software,,likely-indexable,see sitemap reconcile,132,2,51.21,95,,15,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|THIN_CONTENT,MANUAL_REVIEW,not_ready,,95,not_ready,unchanged_stale_gsc
/industries/retail-ecommerce/,industries,,likely-indexable,see sitemap reconcile,113,0,80.98,91,,1,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,THIN_CONTENT|LOW_INBOUND_LINKS,IMPROVE_INTRO,not_ready,,91,not_ready,unchanged_stale_gsc
/guides/what-is-crm/,guides,INDEXABLE,likely-indexable,see sitemap reconcile,110,0,72.35809090909092,94,,44,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,THIN_CONTENT|POSSIBLE_INTENT_OVERLAP,IMPROVE_INTRO,not_ready,INDEXABLE,94,not_ready,unchanged_stale_gsc
/software/netsuite/,software,,likely-indexable,see sitemap reconcile,94,0,65.72,95,,43,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,THIN_CONTENT,IMPROVE_INTRO,not_ready,,95,not_ready,unchanged_stale_gsc
/compare/hubspot-vs-insightly/,comparisons,INDEXABLE,likely-indexable,see sitemap reconcile,87,0,67.62,88,,13,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|PRICING_MISSING|NO_SCREENSHOTS|THIN_CONTENT|POSSIBLE_INTENT_OVERLAP,MANUAL_REVIEW,not_ready,INDEXABLE,88,not_ready,unchanged_stale_gsc
/compare/salesforce-vs-sap/,comparisons,INDEXABLE,likely-indexable,see sitemap reconcile,84,0,84.95,88,,13,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,PRICING_MISSING|NO_SCREENSHOTS|THIN_CONTENT|POSSIBLE_INTENT_OVERLAP,IMPROVE_INTRO,not_ready,INDEXABLE,88,not_ready,unchanged_stale_gsc
/compare/act-vs-salesforce/,comparisons,INDEXABLE,likely-indexable,see sitemap reconcile,71,0,74.89,88,,42,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|PRICING_MISSING|NO_SCREENSHOTS|THIN_CONTENT|POSSIBLE_INTENT_OVERLAP,OPTIMIZE_TITLE,not_ready,INDEXABLE,88,not_ready,unchanged_stale_gsc
/industries/security-companies/,industries,,likely-indexable,see sitemap reconcile,65,0,89.18,91,,1,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,THIN_CONTENT|LOW_INBOUND_LINKS,IMPROVE_INTRO,not_ready,,91,not_ready,unchanged_stale_gsc
/use-cases/field-sales/,use-cases,,likely-indexable,see sitemap reconcile,63,0,81.67,90,,4,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|THIN_CONTENT,OPTIMIZE_TITLE,not_ready,,90,not_ready,unchanged_stale_gsc
/compare/monday-sales-crm-vs-salesforce/,comparisons,INDEXABLE,likely-indexable,see sitemap reconcile,59,0,66.07,88,,8,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|PRICING_MISSING|NO_SCREENSHOTS|THIN_CONTENT|POSSIBLE_INTENT_OVERLAP,MANUAL_REVIEW,not_ready,INDEXABLE,88,not_ready,unchanged_stale_gsc
/software/pipedrive/,software,,likely-indexable,see sitemap reconcile,53,0,72.17,95,,97,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|POSSIBLE_INTENT_OVERLAP,MANUAL_REVIEW,not_ready,,95,not_ready,unchanged_stale_gsc
/compare/marketo-vs-salesforce/,comparisons,INDEXABLE,likely-indexable,see sitemap reconcile,49,0,77.16,88,,2,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK|PRICING_MISSING|NO_SCREENSHOTS|THIN_CONTENT|POSSIBLE_INTENT_OVERLAP,OPTIMIZE_TITLE,not_ready,INDEXABLE,88,not_ready,unchanged_stale_gsc
/guides/,guides,,likely-indexable,see sitemap reconcile,48,0,41.665,,,428,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,TITLE_WEAK,OPTIMIZE_TITLE,not_ready,,,not_ready,unchanged_stale_gsc
/software/monday-sales-crm/,software,,likely-indexable,see sitemap reconcile,48,0,69.07937500000001,95,,50,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,THIN_CONTENT|POSSIBLE_INTENT_OVERLAP,IMPROVE_INTRO,not_ready,,95,not_ready,unchanged_stale_gsc
/software/miocommerce/,software,,likely-indexable,see sitemap reconcile,45,0,28.49,93,,6,GSC through 2026-08-13,indexed_improvement,UNKNOWN_NO_DIRECT_GSC,NO_SCREENSHOTS|THIN_CONTENT|POOR_CTR,OPTIMIZE_TITLE,not_ready,,93,not_ready,unchanged_stale_gsc
